epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,1567.84,1.3749,0.95803,0.93986,0.41127,0.31736,0.30997,0.1783,1.35958,0.98794,0.92185,0.002971,0.002971,0.002971
144,1577.47,1.36877,0.94879,0.93603,0.40763,0.31684,0.31094,0.17709,1.36224,0.98879,0.92334,0.0029215,0.0029215,0.0029215
145,1586.77,1.35872,0.94285,0.9342,0.42437,0.31151,0.31087,0.17828,1.36208,0.98498,0.92091,0.002872,0.002872,0.002872
146,1597.46,1.3528,0.93648,0.93584,0.42171,0.31738,0.3142,0.17872,1.35747,0.98509,0.92039,0.0028225,0.0028225,0.0028225
147,1607.68,1.37833,0.94815,0.93731,0.41824,0.31585,0.31217,0.17908,1.36187,0.99604,0.9223,0.002773,0.002773,0.002773
148,1617.87,1.3737,0.94976,0.93383,0.41257,0.31848,0.31263,0.17905,1.35966,0.9859,0.92248,0.0027235,0.0027235,0.0027235
149,1629.03,1.38341,0.96878,0.93621,0.42821,0.31643,0.31827,0.18029,1.35817,0.97922,0.92183,0.002674,0.002674,0.002674
150,1639.39,1.36226,0.94373,0.93268,0.4014,0.32014,0.31132,0.17789,1.3575,0.98576,0.92196,0.0026245,0.0026245,0.0026245
151,1649.07,1.38657,0.9556,0.93383,0.40978,0.31677,0.31249,0.179,1.35546,0.9778,0.91998,0.002575,0.002575,0.002575
152,1660.31,1.36955,0.94759,0.93154,0.42305,0.31997,0.31515,0.17922,1.36353,0.98199,0.92274,0.0025255,0.0025255,0.0025255
153,1670.63,1.36263,0.94206,0.93196,0.42267,0.31941,0.31573,0.18047,1.35755,0.97705,0.92188,0.002476,0.002476,0.002476
154,1681.57,1.36028,0.93691,0.93229,0.41788,0.31804,0.31332,0.17912,1.35806,0.98647,0.92112,0.0024265,0.0024265,0.0024265
155,1691.19,1.35264,0.93113,0.93176,0.41975,0.31511,0.31543,0.18093,1.35892,0.98274,0.9206,0.002377,0.002377,0.002377
156,1701.7,1.36334,0.94062,0.93008,0.41613,0.32385,0.318,0.18228,1.35508,0.97993,0.91968,0.0023275,0.0023275,0.0023275
157,1712.22,1.3484,0.92942,0.9328,0.42532,0.32535,0.32012,0.18362,1.35289,0.97667,0.91975,0.002278,0.002278,0.002278
158,1721.74,1.34974,0.92844,0.93358,0.42418,0.31856,0.31638,0.18058,1.35745,0.9789,0.92054,0.0022285,0.0022285,0.0022285
159,1731.68,1.34669,0.9191,0.92646,0.41848,0.32886,0.32058,0.18251,1.35756,0.9721,0.92124,0.002179,0.002179,0.002179
160,1741.62,1.34521,0.91715,0.92749,0.43473,0.31627,0.3166,0.18104,1.35715,0.97899,0.92007,0.0021295,0.0021295,0.0021295
161,1753.24,1.35911,0.93335,0.93335,0.42428,0.32228,0.3169,0.18106,1.35232,0.97682,0.91977,0.00208,0.00208,0.00208
162,1762.64,1.36168,0.93888,0.92824,0.42808,0.32274,0.31998,0.18286,1.34945,0.97313,0.91911,0.0020305,0.0020305,0.0020305
163,1772.43,1.35801,0.92595,0.93207,0.42275,0.32032,0.31692,0.18097,1.35232,0.97738,0.91941,0.001981,0.001981,0.001981
164,1783.3,1.3505,0.928,0.92913,0.43396,0.31644,0.31603,0.18137,1.354,0.9811,0.91939,0.0019315,0.0019315,0.0019315
165,1794.08,1.35817,0.92378,0.93052,0.42325,0.32129,0.316,0.18169,1.3542,0.97532,0.92083,0.001882,0.001882,0.001882
166,1804.89,1.34823,0.92717,0.93138,0.41991,0.32935,0.32288,0.18454,1.34801,0.97088,0.91963,0.0018325,0.0018325,0.0018325
167,1815.79,1.35112,0.93534,0.93136,0.42362,0.32143,0.32107,0.18363,1.35228,0.97872,0.92019,0.001783,0.001783,0.001783
168,1826.4,1.36559,0.94715,0.933,0.41826,0.3196,0.31631,0.18072,1.35155,0.97451,0.91943,0.0017335,0.0017335,0.0017335
169,1837.6,1.36184,0.9354,0.9332,0.42745,0.32209,0.32046,0.18353,1.34822,0.97233,0.91837,0.001684,0.001684,0.001684
170,1847.73,1.35081,0.92976,0.93052,0.41942,0.32548,0.32091,0.18362,1.35035,0.9719,0.91951,0.0016345,0.0016345,0.0016345
171,1858.54,1.33827,0.92025,0.9252,0.42046,0.3224,0.31753,0.18244,1.34922,0.9712,0.91998,0.001585,0.001585,0.001585
172,1869.15,1.32003,0.90521,0.9246,0.43126,0.31581,0.31963,0.18232,1.35195,0.97348,0.92037,0.0015355,0.0015355,0.0015355
173,1879.07,1.36334,0.92902,0.92854,0.42298,0.32549,0.32259,0.18475,1.34798,0.96995,0.91883,0.001486,0.001486,0.001486
174,1889.14,1.3445,0.91405,0.92596,0.414,0.32402,0.3168,0.18023,1.35194,0.97186,0.91939,0.0014365,0.0014365,0.0014365
175,1899.46,1.3298,0.9101,0.93116,0.41824,0.32413,0.31769,0.18138,1.34996,0.97195,0.91925,0.001387,0.001387,0.001387
176,1908.91,1.32999,0.90902,0.92265,0.41625,0.32756,0.31966,0.18242,1.34829,0.96872,0.91876,0.0013375,0.0013375,0.0013375
177,1919.32,1.34151,0.91236,0.93003,0.41906,0.3239,0.31987,0.18195,1.35038,0.9719,0.91932,0.001288,0.001288,0.001288
178,1929.17,1.34556,0.91621,0.92892,0.42698,0.32532,0.32332,0.18446,1.35017,0.96697,0.91943,0.0012385,0.0012385,0.0012385
179,1938.42,1.33567,0.91581,0.92717,0.41119,0.32188,0.31805,0.18232,1.34699,0.9722,0.91865,0.001189,0.001189,0.001189
180,1947.28,1.34148,0.91129,0.93138,0.41532,0.32909,0.3203,0.18335,1.34718,0.96899,0.91901,0.0011395,0.0011395,0.0011395
181,1956.74,1.34077,0.91747,0.9293,0.41348,0.32639,0.3192,0.18259,1.35123,0.97026,0.91846,0.00109,0.00109,0.00109
182,1965.91,1.31587,0.90363,0.92418,0.41178,0.32776,0.31956,0.18315,1.3482,0.9682,0.91682,0.0010405,0.0010405,0.0010405
